run_accession	biome_class	biome_subclass	biome	accession	sample_accession	sample_name	longitude	latitude	geo_loc_name	geo_loc_name_1	studies	sample_desc	environment_biome	environment_feature	environment_material	study_accession	experiment_accession	read_count	instrument_model	instrument_platform	library_layout	library_strategy	library_selection	library_source	fastq_ftp	query_biome
SRR5468254	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS2138970	SAMN06267157	Gp0125788	-123.9135	46.234	USA:Columbia River Estuary, USA	USA:Columbia River Estuary, USA	MGYS00003315	Estuarine microbial communities from the Columbia River estuary - metaG 1370B-02		NA	NA	PRJNA367271	SRX2753609	16178993	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/004/SRR5468254/SRR5468254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/004/SRR5468254/SRR5468254_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR5468409	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS2139117	SAMN06266244	Gp0125850	-123.7516	46.2105	USA:Columbia River Estuary, USA	USA:Columbia River Estuary, USA	MGYS00003321	Estuarine microbial communities from the Columbia River estuary - metaG 1562A-02		NA	NA	PRJNA365263	SRX2753758	18717307	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/009/SRR5468409/SRR5468409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/009/SRR5468409/SRR5468409_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR5468389	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS2139102	SAMN06264512	Gp0125838	-123.941	46.2022	USA:Columbia River Estuary, USA	USA:Columbia River Estuary, USA	MGYS00003617	Estuarine microbial communities from the Columbia River estuary - metaG 1556B-3		NA	NA	PRJNA365251	SRX2753743	12966235	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/009/SRR5468389/SRR5468389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/009/SRR5468389/SRR5468389_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR5468258	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS2138974	SAMN06267164	Gp0125796	-123.9168	46.2327	USA:Columbia River Estuary, USA	USA:Columbia River Estuary, USA	MGYS00003283	Estuarine microbial communities from the Columbia River estuary - metaG 1449A-02		NA	NA	PRJNA367278	SRX2753613	15556697	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/008/SRR5468258/SRR5468258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/008/SRR5468258/SRR5468258_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR5468271	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS2138984	SAMN06267172	Gp0125804	-123.8825	46.2311	USA:Columbia River Estuary, USA	USA:Columbia River Estuary, USA	MGYS00003316	Estuarine microbial communities from the Columbia River estuary - metaG 1546C-02		NA	NA	PRJNA367286	SRX2753625	13233560	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/001/SRR5468271/SRR5468271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/001/SRR5468271/SRR5468271_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR5468365	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS2139078	SAMN06267181	Gp0125813	-123.8817	46.2322	USA:Columbia River Estuary, USA	USA:Columbia River Estuary, USA	MGYS00003293	Estuarine microbial communities from the Columbia River estuary - metaG 1549A-3		NA	NA	PRJNA367295	SRX2753719	14399288	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/005/SRR5468365/SRR5468365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/005/SRR5468365/SRR5468365_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR5468259	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS2138975	SAMN06267165	Gp0125797	-123.9168	46.2327	USA:Columbia River Estuary, USA	USA:Columbia River Estuary, USA	MGYS00003284	Estuarine microbial communities from the Columbia River estuary - metaG 1449B-02		NA	NA	PRJNA367279	SRX2753614	13342235	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/009/SRR5468259/SRR5468259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/009/SRR5468259/SRR5468259_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR5468275	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS2138988	SAMN06267177	Gp0125809	-123.8812	46.2319	USA:Columbia River Estuary, USA	USA:Columbia River Estuary, USA	MGYS00003290	Estuarine microbial communities from the Columbia River estuary - metaG 1548A-3		NA	NA	PRJNA367291	SRX2753629	13411933	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/005/SRR5468275/SRR5468275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR546/005/SRR5468275/SRR5468275_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719655	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525494	SAMN05224533	Gp0091703	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI073_LV_165m_DNA		NA	NA	PRJNA247822	SRX1878109	59125895	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719655/SRR3719655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719655/SRR3719655_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719695	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525503	SAMN05224496	Gp0111043	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI075_LV_DNA_165m		NA	NA	PRJNA247822	SRX1878120	47059914	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719695/SRR3719695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719695/SRR3719695_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719511	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525454	SAMN05224486	Gp0091313	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI037_S3LV_150m_DNA		NA	NA	PRJNA247822	SRX1878055	39235737	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/001/SRR3719511/SRR3719511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/001/SRR3719511/SRR3719511_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719565	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525466	SAMN05224534	Gp0091325	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI073_LV_10m_DNA		NA	NA	PRJNA247822	SRX1878068	57075053	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719565/SRR3719565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719565/SRR3719565_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719541	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525460	SAMN05224435	Gp0091317	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI037_S4LV_150m_DNA		NA	NA	PRJNA247822	SRX1878062	43977614	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/001/SRR3719541/SRR3719541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/001/SRR3719541/SRR3719541_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719533	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525455	SAMN05224429	Gp0091315	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI037_S4LV_100m_DNA		NA	NA	PRJNA247822	SRX1878056	32422959	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/003/SRR3719533/SRR3719533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/003/SRR3719533/SRR3719533_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719539	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525459	SAMN05224440	Gp0091319	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI072_LV_10m_DNA		NA	NA	PRJNA247822	SRX1878061	41332070	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/009/SRR3719539/SRR3719539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/009/SRR3719539/SRR3719539_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719625	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525479	SAMN05224515	Gp0091334	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI074_LV_135m_DNA		NA	NA	PRJNA247822	SRX1878087	49212516	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719625/SRR3719625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719625/SRR3719625_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719505	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525450	SAMN05224481	Gp0091310	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI037_S2LV_200m_DNA		NA	NA	PRJNA247822	SRX1878048	41278385	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719505/SRR3719505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719505/SRR3719505_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719567	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525469	SAMN05224525	Gp0091327	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI073_LV_120m_DNA		NA	NA	PRJNA247822	SRX1878077	40601089	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/007/SRR3719567/SRR3719567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/007/SRR3719567/SRR3719567_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719645	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525486	SAMN05224521	Gp0091511	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI037_S3LV_10m_DNA		NA	NA	PRJNA247822	SRX1878095	55957691	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719645/SRR3719645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/005/SRR3719645/SRR3719645_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719564	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525465	SAMN05224519	Gp0091324	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI072_LV_200m_DNA		NA	NA	PRJNA247822	SRX1878067	32004368	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/004/SRR3719564/SRR3719564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/004/SRR3719564/SRR3719564_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719646	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525487	SAMN05224526	Gp0091512	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI037_S3LV_110m_DNA		NA	NA	PRJNA247822	SRX1878096	41800251	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/006/SRR3719646/SRR3719646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/006/SRR3719646/SRR3719646_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719569	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525471	SAMN05224531	Gp0091329	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI073_LV_150m_DNA		NA	NA	PRJNA247822	SRX1878079	45785686	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/009/SRR3719569/SRR3719569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/009/SRR3719569/SRR3719569_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719574	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525476	SAMN05224514	Gp0091333	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - Saanich Inlet SI074_LV_120m_DNA		NA	NA	PRJNA247822	SRX1878085	35665279	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/004/SRR3719574/SRR3719574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/004/SRR3719574/SRR3719574_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719657	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525496	SAMN05224535	Gp0091704	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI074_LV_165m_DNA		NA	NA	PRJNA247822	SRX1878111	54529113	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/007/SRR3719657/SRR3719657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/007/SRR3719657/SRR3719657_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719696	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525504	SAMN05224495	Gp0111042	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI075_LV_DNA_150m		NA	NA	PRJNA247822	SRX1878121	45786133	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/006/SRR3719696/SRR3719696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/006/SRR3719696/SRR3719696_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719572	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525475	SAMN05224529	Gp0091331	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI074_LV_10m_DNA		NA	NA	PRJNA247822	SRX1878083	50784951	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/002/SRR3719572/SRR3719572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/002/SRR3719572/SRR3719572_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719629	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525484	SAMN05224528	Gp0091335	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI074_LV_150m_DNA		NA	NA	PRJNA247822	SRX1878093	62823963	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/009/SRR3719629/SRR3719629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/009/SRR3719629/SRR3719629_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
SRR3719571	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	SRS1525474	SAMN05224508	Gp0091330	-123.5	48.6	NA	NA	MGYS00005850,MGYS00005865	Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI073_LV_200m_DNA		NA	NA	PRJNA247822	SRX1878082	44384617	Illumina HiSeq 2500	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/001/SRR3719571/SRR3719571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR371/001/SRR3719571/SRR3719571_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR514703	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS462871	SAMEA2548014	1_PJ3	151.1894	-33.8731	Australia: NSW, Sydney Harbour	NA	MGYS00000391	BRAEMBL-AOM_EnvironmentalMetagenomicsSamplesSydneyHarbour-1	aquatic biome	estuary	water	PRJEB6374	ERX480054	30853268	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514703/ERR514703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514703/ERR514703_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR514702	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS462870	SAMEA2548013	6_PJ7	151.2844	-33.8268	Australia: NSW, Sydney Harbour	NA	MGYS00000391	BRAEMBL-AOM_EnvironmentalMetagenomicsSamplesSydneyHarbour-6	aquatic biome	estuary	water	PRJEB6374	ERX480053	32940003	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514702/ERR514702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514702/ERR514702_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR514707	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS462875	SAMEA2548018	5_P6	151.1731	-33.8442	Australia: NSW, Sydney Harbour	NA	MGYS00000391	BRAEMBL-AOM_EnvironmentalMetagenomicsSamplesSydneyHarbour-5	aquatic biome	estuary	water	PRJEB6374	ERX480058	32102072	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514707/ERR514707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514707/ERR514707_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR514704	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS462872	SAMEA2548015	4_P3	151.0799	-33.8322	Australia: NSW, Sydney Harbour	NA	MGYS00000391	BRAEMBL-AOM_EnvironmentalMetagenomicsSamplesSydneyHarbour-4	aquatic biome	estuary	water	PRJEB6374	ERX480055	32966026	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514704/ERR514704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514704/ERR514704_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR514705	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS462873	SAMEA2548016	3_MH3	151.219	-33.7913	Australia: NSW, Sydney Harbour	NA	MGYS00000391	BRAEMBL-AOM_EnvironmentalMetagenomicsSamplesSydneyHarbour-3	aquatic biome	estuary	water	PRJEB6374	ERX480056	34223080	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514705/ERR514705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514705/ERR514705_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR514706	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS462874	SAMEA2548017	2_MH1	151.1958	-33.754	Australia: NSW, Sydney Harbour	NA	MGYS00000391	BRAEMBL-AOM_EnvironmentalMetagenomicsSamplesSydneyHarbour-2	aquatic biome	estuary	water	PRJEB6374	ERX480057	32208966	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514706/ERR514706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR514/ERR514706/ERR514706_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR688345	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS612893	SAMEA3140933	LL4	153.2499	-27.6981	Australia	NA	MGYS00000447	SEQld estuary samples	estuarine	Logan River	Sediment	PRJEB7840	ERX633346	58870291	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688345/ERR688345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688345/ERR688345_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR688349	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS612897	SAMEA3140937	MM4	153.0662	-26.5784	Australia	NA	MGYS00000447	SEQld estuary samples	estuarine	Maroochydoore River	Sediment	PRJEB7840	ERX633350	101328760	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688349/ERR688349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688349/ERR688349_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
ERR688348	root:Environmental:Aquatic:Marine	root:Environmental:Aquatic:Estuary	root:Environmental:Aquatic:Estuary	ERS612896	SAMEA3140936	MM3	153.0586	-26.6358	Australia	NA	MGYS00000447	SEQld estuary samples	estuarine	Maroochydoore River	Sediment	PRJEB7840	ERX633349	109304594	Illumina HiSeq 2000	ILLUMINA	PAIRED	WGS	RANDOM	METAGENOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688348/ERR688348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR688/ERR688348/ERR688348_2.fastq.gz	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
